Id;R;Rm;Nome;Squadra;Pv;Mv;Fm;Gf;Gs;Rp;Rc;R+;R-;Ass;Amm;Esp;Au;Qt.A;Affidabilita;Gf_per_90;Ass_per_90;Gs_per_90;Disciplina;Au_per_90;Indice_Rigorista
6598;A;Pc;Mutandwa;Cagliari;5;5,9;5,9;0;0;0;0;0;0;0;0;0;0;2;0.13157894736842105;0.0;0.0;0.0;-0.0;0.0;0.0
6657;A;Pc;Gabrielloni;Como;4;6,5;7,38;1;0;0;0;0;0;1;1;0;0;2;0.10526315789473684;0.25;0.25;0.0;-0.125;0.0;0.0
6001;A;"W;A";Banda;Lecce;13;5,77;5,81;0;0;0;0;0;0;1;1;0;0;2;0.34210526315789475;0.0;0.07692307692307693;0.0;-0.038461538461538464;0.0;0.0
6519;A;Pc;Camarda;Milan;6;5,92;5,92;0;0;0;0;0;0;0;0;0;0;2;0.15789473684210525;0.0;0.0;0.0;-0.0;0.0;0.0
6145;A;"W;A";Ngonge;Napoli;6;5,75;5,67;0;0;0;0;0;0;0;2;0;0;2;0.15789473684210525;0.0;0.0;0.0;-0.16666666666666666;0.0;0.0
6667;A;A;Benedyczak;Parma;6;5,67;5,67;0;0;0;0;0;0;0;0;0;0;2;0.15789473684210525;0.0;0.0;0.0;-0.0;0.0;0.0
6119;A;A;Solbakken;Empoli;18;5,67;5,61;0;0;0;0;0;0;0;2;0;0;2;0.47368421052631576;0.0;0.0;0.0;-0.05555555555555555;0.0;0.0
6913;A;A;Lambourde;Verona;3;6,17;7,17;1;0;0;0;0;0;0;1;0;0;2;0.07894736842105263;0.3333333333333333;0.0;0.0;-0.16666666666666666;0.0;0.0
696;A;Pc;Balotelli;Genoa;3;6;5,83;0;0;0;0;0;0;0;2;0;0;2;0.07894736842105263;0.0;0.0;0.0;-0.3333333333333333;0.0;0.0
383;A;Pc;Petagna;Monza;7;5,36;5,29;0;0;0;0;0;0;0;1;0;0;1;0.18421052631578946;0.0;0.0;0.0;-0.07142857142857142;0.0;0.0
6827;A;A;Njie;Torino;9;6;5,94;0;0;0;0;0;0;0;1;0;0;1;0.23684210526315788;0.0;0.0;0.0;-0.05555555555555555;0.0;0.0
